3489,bonsage01,George,H.,Bon Salle,80,220,Illinois,1935-07-01,Chicago,,W
3490,bookeme01,Melvin,Jermaine,Booker,73,185,Missouri,1972-08-20,Pascagoula,,B
3491,booketr01,Trevor,Fitzgerald,Booker,80,240,Clemson,1987-11-25,Newberry,,B
3492,boothca01,Calvin,Lawrence,Booth,83,230,Penn State,1976-05-07,Reynoldsburg,,B
3493,boothke01,Keith,Eugene,Booth,77,226,Maryland,1974-10-09,Baltimore,,B
3494,boozeca01,Carlos,Austin,Boozer,80,258,Duke,1981-11-20,Aschaffenburg,,B
3495,borchcu01,Curtis,Alan,Borchardt,84,240,Stanford,1980-09-13,Buffalo,,W
3496,boumtru01,Ruben,Bertrand,Boumtje-Boumtje,84,245,Georgetown,1978-05-20,Edda,,B
3497,bowenbr01,Bruce,,Bowen,79,185,Cal. State-Fullerton,1971-06-14,Merced,,B
3498,bowenry01,Ryan,Cleo,Bowen,79,213,Iowa,1975-11-20,Fort Madison,,W
3499,bowiean01,Anthony,Lee,Bowie,78,190,Oklahoma,1963-11-09,Tulsa,,B
3500,bowlior01,Orbie,Lee,Bowling,82,215,Tennessee,1939-03-21,,,W
3501,bowmair01,Ira,,Bowman,77,195,Pennsylvania,1973-06-11,Newark,,B
3502,boydde01,Dennis,,Boyd,73,175,Detroit,1954-05-21,Portsmouth,,B
3503,boydke01,Ken,,Boyd,77,195,Boston University,1952-03-25,Frederick,,B
3504,boykiea01,Earl,Antoine,Boykins,65,133,Eastern Michigan,1976-06-02,Cleveland,,B
3505,boykoha01,Harry,J.,Boykoff,81.5,225,St. John's (NY),1922-07-24,Brooklyn,2001-02-20,W
3506,boynewi01,Winford,Gladstone,Boynes,78,185,San Francisco,1957-05-17,Greenville,,B
3507,bozemce01,Cedric,R.,Bozeman,78,207,UCLA,1983-03-07,Los Angeles,,B
3508,brackcr01,Craig,Lee,Brackins,82,230,Iowa State,1987-10-09,Lancaster,,B
3509,braddga01,Gary,Lee,Bradds,80,210,Ohio State,1942-07-26,Jamestown,1983-07-15,W
3510,bradlal01,Alonzo,,Bradley,78,190,Texas Southern,1953-10-16,Utica,,B
3511,bradlal02,Alex,,Bradley,78,215,Villanova,1959-10-30,Bradenton,,B
3512,bradlav01,Avery,Antonio,Bradley,74,180,Texas,1990-11-26,"Castle AFB, Merced",,B
3513,bradlch01,Charles,Warnell,Bradley,77,215,Wyoming,1959-05-16,Havre De Grace,,B
3514,bradldu01,Dudley,Leroy,Bradley,78,195,North Carolina,1957-03-19,Baltimore,,B
3515,bradlmi01,Michael,Thomas,Bradley,81,225,Villanova,1979-04-18,Worcester,,W
3516,bradlsh01,Shawn,Paul,Bradley,89,235,Brigham Young,1972-03-22,Landstuhl,,W
3517,bradtma01,Mark,Robert,Bradtke,82,265,none,1968-09-27,Adelaide,,W
3518,braggma01,Marques,,Bragg,80,230,Providence,1970-03-24,East Orange,,B
3519,braggto01,Torraye,,Braggs,79,237,Xavier (OH),1976-05-15,Fresno,,B
3520,brancad01,Adrian,Francis,Branch,79,185,Maryland,1963-11-17,Washington,,B
3521,brandel01,Elton,Tyron,Brand,80,260,Duke,1979-03-11,Cortland,,B
3522,braunca01,Carl,August,Braun,77,180,Colgate,1927-09-25,Brooklyn,2010-02-10,W
3523,breweja01,Jamison,Rudy Van,Brewer,76,180,Auburn,1980-11-19,East Point,,B
3524,brewero02,Ronnie ,,Brewer,79,220,Arkansas,1985-03-20,Portland,,B
3525,brezepr01,Primoz,,Brezec,85,243,none,1979-10-02,Postojna,,W
3526,brianfr01,Frank,Sands,Brian,73,180,Louisiana State,1923-05-01,Zachary,,W
3527,briskjo01,John,,Brisker,77,210,Toledo,1947-06-15,Detroit,,B
3528,bristal01,Allan,Mercer,Bristow,79,210,Virginia Tech,1951-08-23,Richmond,,W
3529,brittda01,David,,Britton,76,180,Texas A&M,1958-08-29,New York,,B
3530,brittty01,Tyrone,,Britt,76,190,Johnson C. Smith,1944-04-18,,,B
3531,brittwa01,Wayman,P.,Britt,74,185,Michigan,1952-08-31,Wilson Mills,,B
3532,brokaga01,Gary,George,Brokaw,76,178,Notre Dame,1954-01-11,New Brunswick,,B
3533,brookke01,Kevin,,Brooks,78,200,Southwestern Louisiana,1969-10-12,Beaufort,,B
3534,brookma01,MarShon,Scitif,Brooks,77,200,Providence,1989-01-26,Long Branch,,B
3535,brooksc01,Scott,William,Brooks,71,165,California-Irvine,1965-07-31,French Camp,,W
3536,brownan01,Andre,D.,Brown,81,245,DePaul,1981-05-12,Chicago,,B
3537,brownda02,Damone,Lamar,Brown,80,200,Syracuse,1979-06-28,Buffalo,,B
3538,brownde02,Devin,,Brown,77,210,Texas-San Antonio,1978-12-30,Salt Lake City,,B
3539,browner01,Ernest,,Brown,84,244,Indian Hills CC,1979-05-17,Bronx,,B
3540,brownfr01,Fred,,Brown,75,182,Iowa,1948-08-07,Milwaukee,,B
3541,brownge01,George,Raff,Brown,78,190,Wayne State (MI),1935-10-30,New Orleans,,B
3542,brownge02,Gerald,,Brown,76,210,Pepperdine,1975-07-28,Los Angeles,,B
3543,brownha01,Harold,V.,Brown,72,155,Evansville,1923-10-02,,,W
3544,brownjo01,John,Young,Brown,79,220,Missouri,1951-12-14,Frankfurt,,W
3545,brownkw01,Kwame,James,Brown,83,240,none,1982-03-10,Charleston,,B
3546,brownle01,Leon,,Brown,75,190,Wyoming,1919-10-12,,1990-10-14,W
3547,brownle02,Lewis,,Brown,82,225,UNLV,1955-02-19,Los Angeles,2011-09-14,B
3548,brownma01,Marcus,James,Brown,75,185,Murray State,1974-04-03,West Memphis,,B
3549,brownra01,Raymond,,Brown,80,220,Idaho,1965-07-05,Atlanta,,B
3693,dareyi01,Yinka,,Dare,84,265,George Washington,1972-10-10,Kano,2004-01-09,B
3550,brownra02,Randy,,Brown,74,190,New Mexico State,1968-05-22,Chicago,,B
3551,brownri01,Rickey,Darnell,Brown,82,215,Mississippi State,1958-08-20,Madison County,,B
3552,brownsh01,Shannon,,Brown,76,205,Michigan State,1985-11-29,Maywood,,B
3553,brownti01,Tierre,,Brown,74,189,McNeese State,1979-06-03,Iowa,,B
3554,brundst01,Stanley,Dwayne,Brundy,78,210,DePaul,1967-11-13,New Orleans,,B
3555,brunkbr01,Brian,J.,Brunkhorst,77.5,208,Marquette,1945-06-12,Owen,,W
3556,brunsge01,George,William,Bruns,72,160,Manhattan,1946-08-30,Brooklyn,,W
3557,brunsri01,Rick,Daniel,Brunson,76,190,Temple,1972-06-14,Syracuse,,B
3558,bryanem01,Emmette,,Bryant,73,175,DePaul,1938-11-04,Chicago,,B
3559,bryanko01,Kobe,Bean,Bryant,78,200,none,1978-08-23,Philadelphia,,B
3560,bryanma01,Mark,Craig,Bryant,81,245,Seton Hall,1965-04-25,Glen Ridge,,B
3561,bryanwa01,Wallace,Gordon,Bryant,84,245,San Francisco,1959-07-14,Madrid,,B
3562,brynto01,Torgeir,,Bryn,81,250,SW Texas State,1964-08-08,Oslo,,W
3563,buccige01,George,P.,Bucci,75,200,Manhattan,1953-07-09,Cornwall,,W
3564,buckncl01,Cleveland,,Buckner,81,210,Jackson State,1938-08-17,Yazoo City,2006-10-05,B
3565,budkowa01,Walter,,Budko,77,220,Columbia,1925-06-30,Brooklyn,,W
3566,buforro01,Rodney,Alan,Buford,77,189,Creighton,1977-11-02,Milwaukee,,B
3567,burkmro01,Roger,Allen,Burkman,76,175,Louisville,1958-05-22,Indianapolis,,W
3568,burksal01,Alec,,Burks,78,202,Colorado,1991-07-20,Grandview,,B
3569,burksan01,Antonio,Cornell,Burks,72,195,Memphis ,1980-02-25,Memphis,,B
3570,burleke01,Kevin,,Burleson,75,205,Minnesota,1979-04-09,Seattle,,B
3571,burnsda01,David,Earl,Burns,74,180,St. Louis,1958-07-03,Dallas,,B
3572,burnsev01,Evers,Allen,Burns,80,250,Maryland,1971-08-24,Baltimore,,B
3573,burresc01,Scott,David,Burrell,79,218,Connecticut,1971-01-12,New Haven,,B
3574,burtowi01,Willie,Ricardo,Burton,79,210,Minnesota,1968-05-26,Detroit,,B
3575,butleji01,Jimmy,,Butler,79,220,Marquette,1989-09-14,Houston,,B
3576,butlemi02,Mitchell,Leon,Butler,77,210,UCLA,1970-12-15,Los Angeles,,B
3577,butlera01,Rasual,,Butler,79,205,LaSalle,1979-05-23,Philadelphia,,B
3578,byarsde01,Derrick,JaVaughn,Byars,79,220,Vanderbilt,1984-04-25,Memphis,,B
3579,bytzumi01,Michael,John,Bytzura,73,170,LIU,1922-06-18,,1989-01-24,W
3580,cabarza01,Zarko,,Cabarkapa,83,235,none,1981-05-21,Zrenjanin,,W
3581,caffeja01,Jason,Andre,Caffey,80,255,Alabama,1973-06-12,Mobile,,B
3582,cagemi01,Michael,Jerome,Cage,81,224,San Diego State,1962-01-28,West Memphis,,B
3583,caldwad01,Adrian,Bernard,Caldwell,80,255,Lamar,1966-07-04,Falls County,,B
3584,caldwjo01,Joe,Louis,Caldwell,77,195,Arizona State,1941-11-01,Texas City,,B
3585,calipde01,Demetrius,,Calip,73,165,Michigan,1969-11-18,Flint,,B
3586,calvima01,Mack,,Calvin,72,165,USC,1947-07-27,Fort Worth,,B
3587,cambrde01,Dexter,Ryan,Cambridge,79,224,Texas,1970-01-29,Eleuthra,,B
3588,cambyma01,Marcus,D.,Camby,83,220,Massachusetts,1974-03-22,Hartford,,B
3589,campbel01,Elden,Jerome,Campbell,83,215,Clemson,1968-07-23,Los Angeles,,B
3590,caracde01,Derrick,,Caracter,81,275,UTEP,1988-05-04,Fanwood,,B
3591,cardfr01,Frank,Howard,Card,79,195,South Carolina State,1944-12-28,Philadelphia,,B
3592,cardibr01,Brian,Lee,Cardinal,80,245,Purdue,1977-05-02,Tolono,,W
3593,carlige01,Geno,Marcellus,Carlisle,75,191,California,1976-08-13,Grand Rapids,,B
3594,carlodo01,Don,A.,Carlos,76.5,210,Otterbein,1944-03-03,Columbus,,W
3595,carnero01,Rodney,Dion,Carney,79,205,Memphis,1984-04-15,Memphis,,B
3596,carran01,Antoine,Labotte,Carr,81,225,Wichita State,1961-07-23,Oklahoma City,,B
3597,carrau01,Austin,George,Carr,76,200,Notre Dame,1948-03-10,Washington,,B
3598,carrch01,Chris,Dean,Carr,77,207,Southern Illinois,1974-03-12,Ironton,,B
3599,carrco01,Cory,Jermaine,Carr,75,210,Texas Tech,1975-12-05,Fordyce,,B
3600,carruji01,Jimmy,Dawn,Carruth,82,265,Virginia Tech,1969-11-04,El Paso,,B
3601,cartean01,Anthony,Bernard,Carter,73,190,Hawaii,1975-06-16,Atlanta,,B
3602,cartege01,George,,Carter,76,210,St. Bonaventure,1944-01-10,Buffalo,,B
3603,carteho01,Howard,O'Neal,Carter,77,215,Louisiana State,1961-10-26,Baton Rouge,,B
3604,cartema01,Maurice,,Carter,77,210,Louisiana State,1976-10-12,Jackson,,B
3605,cartyja01,Jay,J.,Carty,79.5,220,Oregon State,1941-07-04,West Plains,,W
3606,cashco01,Cornelius,,Cash,80,215,Bowling Green,1952-03-03,Macon,,B
3607,cashsa01,Sam,,Cash,80,230,California-Riverside,1950-11-13,,,B
3608,catchha01,Harvey,Lee,Catchings,81,218,Hardin-Simmons,1951-09-02,Jackson,,B
3609,catlete01,Terry,DeWayne,Catledge,80,220,South Alabama,1963-08-22,Houston,,B
