175,vaughvi01,1946,BOS,NBA,17,45,15,15
176,wallare01,1946,BOS,NBA,24,131,55,21
177,wallare01,1946,TRH,NBA,37,425,170,85
178,weberja01,1946,NYK,NBA,11,20,7,6
179,weberja01,1946,PRO,NBA,39,153,52,49
180,wertira01,1946,TRH,NBA,18,99,38,23
181,wertira01,1946,CLR,NBA,43,115,41,33
182,zasloma01,1946,CHS,NBA,61,877,336,205
183,zelleha01,1946,PIT,NBA,48,362,120,122
184,abramjo01,1947,STB,NBA,4,4,1,2
185,abramjo01,1947,BLB,NBA,5,2,0,2
186,beendha01,1947,PRO,NBA,21,143,53,37
187,beendha01,1947,PHW,NBA,24,60,23,14
188,bloommi01,1947,BLB,NBA,34,379,128,123
189,bloommi01,1947,BOS,NBA,14,129,46,37
190,braunca01,1947,NYK,NBA,47,671,276,119
191,brownst01,1947,PHW,NBA,19,50,19,12
192,byrneto01,1947,NYK,NBA,47,299,117,65
193,calveer01,1947,PRO,NBA,47,559,226,107
194,connoch01,1947,BOS,NBA,4,12,5,2
195,crossch01,1947,PHW,NBA,39,71,29,13
196,dallmho01,1947,PHW,NBA,48,587,215,157
197,dollbo01,1947,STB,NBA,42,446,174,98
198,downebi01,1947,PRO,NBA,3,0,0,0
199,ehlerbu01,1947,BOS,NBA,40,286,104,78
200,ezersjo01,1947,PRO,NBA,25,253,95,63
201,feeribo01,1947,WSC,NBA,48,775,293,189
202,fitzgdi01,1947,PRO,NBA,1,0,0,0
203,fleisje01,1947,PHW,NBA,46,333,119,95
204,fuetshe01,1947,BLB,NBA,42,109,42,25
205,fulksjo01,1947,PHW,NBA,43,949,326,297
206,gaineel01,1947,BLB,NBA,5,5,1,3
207,garfija01,1947,BOS,NBA,43,263,114,35
208,gilmuch01,1947,CHS,NBA,48,459,181,97
209,goodwpo01,1947,PRO,NBA,24,91,36,19
210,gottlle01,1947,NYK,NBA,27,131,59,13
211,graywy01,1947,PRO,NBA,1,0,0,0
212,graywy01,1947,STB,NBA,11,13,6,1
213,halbech01,1947,CHS,NBA,6,31,12,7
214,halbech01,1947,PHW,NBA,40,421,144,133
215,hankice01,1947,BOS,NBA,25,70,23,24
216,hermskl01,1947,BLB,NBA,48,575,212,151
217,hertzso01,1947,NYK,NBA,4,5,1,3
218,hertzso01,1947,WSC,NBA,37,273,109,55
219,hewsoja01,1947,BOS,NBA,24,65,22,21
220,hickena01,1947,PRO,NBA,1,0,0,0
221,hillhar01,1947,PHW,NBA,11,58,14,30
222,hoefech01,1947,BOS,NBA,7,10,3,4
223,hoffmpa01,1947,BLB,NBA,37,388,142,104
224,holubdi01,1947,NYK,NBA,48,504,195,114
225,hubbabo01,1947,PRO,NBA,28,152,58,36
226,hustopa01,1947,CHS,NBA,46,164,51,62
227,janisjo01,1947,BOS,NBA,3,3,1,1
228,janisjo01,1947,PRO,NBA,7,34,13,8
229,jeannbu01,1947,BLB,NBA,46,491,150,191
230,jorgejo01,1947,CHS,NBA,1,4,2,0
231,jorgejo01,1947,BLB,NBA,2,5,2,1
232,kaplora01,1947,PHW,NBA,48,189,71,47
233,kellyje01,1947,PRO,NBA,3,6,3,0
234,klotzhe01,1947,BLB,NBA,11,15,7,1
235,knorele01,1947,NYK,NBA,48,259,99,61
236,kukara01,1947,NYK,NBA,44,228,89,50
237,lewisgr01,1947,STB,NBA,24,166,59,48
238,lewisgr01,1947,BLB,NBA,21,149,55,39
239,loganjo01,1947,STB,NBA,48,644,221,202
240,mahnkjo01,1947,WSC,NBA,48,316,131,54
241,mariasa01,1947,BOS,NBA,43,333,125,83
242,martidi01,1947,PRO,NBA,32,101,46,9
243,martido01,1947,STB,NBA,39,85,35,15
244,maughar01,1947,PRO,NBA,14,55,22,11
245,maughar01,1947,STB,NBA,28,129,54,21
246,mckinho01,1947,WSC,NBA,43,485,182,121
247,mcnabch01,1947,BLB,NBA,2,0,0,0
248,mearnge01,1947,PRO,NBA,24,61,23,15
249,meinhca01,1947,BLB,NBA,48,253,108,37
250,miasest01,1947,CHS,NBA,48,716,263,190
251,misakwa01,1947,NYK,NBA,3,7,3,1
252,munroge01,1947,BOS,NBA,21,71,27,17
253,musian01,1947,PHW,NBA,43,319,134,51
254,noelpa01,1947,NYK,NBA,29,99,40,19
255,norlajo01,1947,WSC,NBA,48,469,167,135
256,nostrge01,1947,PRO,NBA,45,521,196,129
257,noszkst01,1947,BOS,NBA,22,78,27,24
258,obriebo01,1947,PHW,NBA,22,49,17,15
259,ogradbu01,1947,STB,NBA,44,170,67,36
260,okeefdi01,1947,WSC,NBA,37,156,63,30
261,palmebu01,1947,NYK,NBA,48,622,224,174
262,phillan01,1947,CHS,NBA,32,346,143,60
263,putnado01,1947,STB,NBA,42,267,105,57
264,reisech01,1947,BLB,NBA,47,541,202,137
265,riebeme01,1947,BOS,NBA,48,489,202,85
266,robbile01,1947,PRO,NBA,31,195,72,51
267,rochare01,1947,STB,NBA,48,611,232,147
268,rockeja01,1947,PHW,NBA,9,17,8,1
269,rockge01,1947,CHS,NBA,11,10,4,2
270,rotheir01,1947,WSC,NBA,11,46,15,16
271,rotheir01,1947,BLB,NBA,14,61,25,11
272,rotheir01,1947,STB,NBA,24,186,63,60
273,rottnmi01,1947,CHS,NBA,44,117,53,11
274,rouxgi01,1947,STB,NBA,46,176,68,40
275,rulloje01,1947,BLB,NBA,2,0,0,0
276,sadowed01,1947,BOS,NBA,47,910,308,294
277,sailoke01,1947,CHS,NBA,1,0,0,0
278,sailoke01,1947,PHW,NBA,2,4,2,0
279,sailoke01,1947,PRO,NBA,41,520,205,110
280,schadbe01,1947,CHS,NBA,37,56,23,10
281,schuldi01,1947,BLB,NBA,48,383,133,117
282,scolafr01,1947,WSC,NBA,47,589,229,131
283,seminji01,1947,CHS,NBA,48,299,113,73
284,senesge01,1947,PHW,NBA,47,414,158,98
285,seymopa01,1947,BLB,NBA,22,76,27,22
286,shannea01,1947,PRO,NBA,45,362,123,116
287,simmoco01,1947,BOS,NBA,32,248,108,32
288,simmoco01,1947,BLB,NBA,13,138,54,30
289,smawlbe01,1947,STB,NBA,48,535,212,111
290,spectar01,1947,BOS,NBA,48,194,67,60
291,stumpge01,1947,BOS,NBA,43,142,59,24
292,stutzst01,1947,NYK,NBA,47,331,109,113
293,tanensi01,1947,NYK,NBA,24,242,90,62
294,thursme01,1947,PRO,NBA,14,78,32,14
295,tinglja01,1947,WSC,NBA,37,89,36,17
296,toomaja01,1947,CHS,NBA,19,29,9,11
297,toomaja01,1947,PRO,NBA,14,153,52,49
298,torgoir01,1947,WSC,NBA,47,339,111,117
299,vanbrbi01,1947,NYK,NBA,44,180,53,74
300,vancege01,1947,CHS,NBA,48,402,163,76
301,wertira01,1947,PRO,NBA,7,32,13,6
302,zasloma01,1947,CHS,NBA,48,1007,373,261
303,armstcu01,1948,FTW,NBA,52,380,131,118
304,bachjo01,1948,BOS,NBA,34,119,34,51
305,beendha01,1948,BOS,NBA,8,19,6,7
306,bishoga01,1948,PHW,NBA,56,467,170,127
307,blackch01,1948,INJ,NBA,41,437,157,123
308,blackch01,1948,FTW,NBA,17,130,46,38
309,bloommi01,1948,MNL,NBA,24,55,13,29
310,bloommi01,1948,CHS,NBA,21,71,22,27
311,bornhja01,1948,PHW,NBA,15,88,34,20
312,braunca01,1948,NYK,NBA,57,810,299,212
313,brookpr01,1948,INJ,NBA,54,442,176,90
314,brownbo01,1948,PRO,NBA,20,108,37,34
315,brownda01,1948,BLB,NBA,3,4,2,0
316,brownji01,1948,CHS,NBA,4,3,1,1
317,budkowa01,1948,BLB,NBA,60,692,224,244
318,byrneto01,1948,NYK,NBA,35,200,77,46
319,byrneto01,1948,INJ,NBA,22,212,83,46
320,calhobi01,1948,ROC,NBA,56,367,146,75
321,calveer01,1948,PRO,NBA,59,557,218,121
322,carlsdo01,1948,MNL,NBA,55,508,211,86
323,colonjo01,1948,NYK,NBA,15,83,35,13
324,crockdi01,1948,FTW,NBA,2,6,1,4
325,crossch01,1948,PHW,NBA,44,174,74,26
326,currafr01,1948,ROC,NBA,57,207,61,85
327,dallmho01,1948,PHW,NBA,38,293,105,83
328,daviebo01,1948,ROC,NBA,60,904,317,270
329,dollbo01,1948,BOS,NBA,47,370,145,80
330,duncaan01,1948,ROC,NBA,55,407,162,83
331,dwanja01,1948,MNL,NBA,60,276,121,34
332,egglelo01,1948,STB,NBA,2,4,1,2
333,ehlerbu01,1948,BOS,NBA,59,514,182,150
334,ellefra01,1948,MNL,NBA,3,2,1,0
335,eskrija01,1948,CHS,NBA,3,0,0,0
336,eskrija01,1948,INJ,NBA,20,64,25,14
337,ezersjo01,1948,PRO,NBA,11,53,16,21
338,ezersjo01,1948,BLB,NBA,27,127,44,39
339,ezersjo01,1948,BOS,NBA,18,185,68,49
340,farbmph01,1948,PHW,NBA,27,83,29,25
341,farbmph01,1948,BOS,NBA,21,72,21,30
342,feeribo01,1948,WSC,NBA,58,752,248,256
343,ferriar01,1948,MNL,NBA,47,345,130,85
344,fitzgbo01,1948,ROC,NBA,18,19,6,7
345,fleisje01,1948,PHW,NBA,59,323,123,77
346,formado01,1948,MNL,NBA,44,179,68,43
347,fulksjo01,1948,PHW,NBA,60,1560,529,502
348,gallaha01,1948,NYK,NBA,52,434,157,120
349,gardnea01,1948,MNL,NBA,50,89,38,13
350,garfija01,1948,BOS,NBA,9,34,12,10
351,gilmuch01,1948,CHS,NBA,56,286,110,66
352,glamage01,1948,INJ,NBA,11,102,30,42
353,grabojo01,1948,CHS,NBA,45,125,54,17
354,gunthco01,1948,STB,NBA,32,159,57,45
355,halbech01,1948,BOS,NBA,33,310,99,112
356,halbech01,1948,PRO,NBA,27,308,103,102
357,halebr01,1948,INJ,NBA,18,226,78,70
358,halebr01,1948,FTW,NBA,34,320,109,102
359,hamilra01,1948,FTW,NBA,10,42,16,10
360,hamilra01,1948,INJ,NBA,38,247,98,51
361,hazenjo01,1948,BOS,NBA,6,18,6,6
362,henrybi01,1948,FTW,NBA,32,317,96,125
363,hermskl01,1948,WSC,NBA,60,708,248,212
364,hertzso01,1948,WSC,NBA,60,442,154,134
365,holcodo01,1948,BLB,NBA,3,15,3,9
366,holzmre01,1948,ROC,NBA,60,546,225,96
367,hubbabo01,1948,PRO,NBA,34,72,25,22
368,jamesge01,1948,NYK,NBA,11,42,18,6
369,jarosto01,1948,MNL,NBA,59,343,132,79
370,jeannbu01,1948,BLB,NBA,56,313,73,167
371,johnsar01,1948,ROC,NBA,60,511,156,199
372,jorgejo01,1948,MNL,NBA,48,106,41,24
373,kachawh01,1948,CHS,NBA,33,65,22,21
374,kachawh01,1948,MNL,NBA,19,47,16,15
375,kaftage01,1948,BOS,NBA,21,304,116,72
376,katkale01,1948,WSC,NBA,53,221,84,53
377,kellyto01,1948,BOS,NBA,27,191,73,45
378,kinnebo01,1948,FTW,NBA,37,254,86,82
379,kinnebo01,1948,BOS,NBA,21,204,75,54
380,kirkwa01,1948,FTW,NBA,14,69,22,25
381,kirkwa01,1948,INJ,NBA,35,378,118,142
382,klierle01,1948,FTW,NBA,47,347,125,97
383,knorele01,1948,NYK,NBA,60,443,156,131
384,kostean01,1948,INJ,NBA,21,135,46,43
385,krausda01,1948,BLB,NBA,13,21,5,11
386,krauthe01,1948,BLB,NBA,10,13,4,5
387,kukara01,1948,NYK,NBA,8,25,10,5
388,levanan01,1948,ROC,NBA,36,123,55,13
389,lewisfr01,1948,INJ,NBA,8,79,31,17
390,lewisfr01,1948,BLB,NBA,53,603,241,121
391,lewisgr01,1948,STB,NBA,34,148,53,42
392,loganjo01,1948,STB,NBA,57,803,282,239
393,lucasal01,1948,BOS,NBA,2,2,1,0
394,lumppra01,1948,INJ,NBA,37,453,162,129
395,lumppra01,1948,NYK,NBA,24,324,117,90
396,maddoja01,1948,INJ,NBA,1,0,0,0
397,mahnkjo01,1948,BLB,NBA,7,53,21,11
398,mahnkjo01,1948,INJ,NBA,13,130,58,14
399,mahnkjo01,1948,FTW,NBA,37,351,136,79
400,malamli01,1948,INJ,NBA,35,228,85,58
401,malamli01,1948,ROC,NBA,9,30,12,6
402,mandijo01,1948,INJ,NBA,56,269,97,75
403,martido01,1948,STB,NBA,37,129,50,29
404,martido01,1948,BLB,NBA,7,5,2,1
405,maughar01,1948,STB,NBA,55,596,206,184
406,mcgahme01,1948,NYK,NBA,51,176,62,52
407,mckinho01,1948,WSC,NBA,57,723,263,197
408,meinhca01,1948,CHS,NBA,15,41,16,9
409,meinhca01,1948,PRO,NBA,35,222,85,52
410,miasest01,1948,CHS,NBA,58,451,169,113
411,mikaned01,1948,CHS,NBA,60,594,229,136
412,mikange01,1948,MNL,NBA,60,1698,583,532
413,millebi01,1948,CHS,NBA,14,14,5,4
414,millebi01,1948,STB,NBA,14,39,16,7
415,mogusle01,1948,BLB,NBA,13,45,10,25
416,mogusle01,1948,FTW,NBA,20,173,59,55
417,mogusle01,1948,INJ,NBA,19,303,103,97
418,morgeel01,1948,PHW,NBA,20,42,15,12
419,musian01,1948,PHW,NBA,58,478,194,90
420,nagyfr01,1948,INJ,NBA,50,253,94,65
421,napolpa01,1948,INJ,NBA,1,0,0,0
422,nichoja01,1948,WSC,NBA,34,398,153,92
423,niemiri01,1948,FTW,NBA,55,362,115,132
424,noelpa01,1948,NYK,NBA,47,177,70,37
425,norlajo01,1948,WSC,NBA,60,444,164,116
426,nostrge01,1948,PRO,NBA,33,324,121,82
427,nostrge01,1948,BOS,NBA,27,265,91,83
428,noszkst01,1948,BOS,NBA,30,75,30,15
429,novakmi01,1948,ROC,NBA,60,320,124,72
430,obriebo01,1948,PHW,NBA,16,15,5,5
431,obriebo01,1948,STB,NBA,8,17,5,7
432,oconnde01,1948,BOS,NBA,21,204,87,30
433,ogradbu01,1948,STB,NBA,30,138,52,34
434,ogradbu01,1948,PRO,NBA,17,81,33,15
435,okeefdi01,1948,WSC,NBA,50,191,70,51
436,painefr01,1948,PRO,NBA,3,7,3,1
437,palmebu01,1948,NYK,NBA,58,714,240,234
438,parhaea01,1948,STB,NBA,60,344,124,96
439,passama01,1948,INJ,NBA,10,31,14,3
440,pelkija01,1948,FTW,NBA,14,124,33,58
441,pelkija01,1948,BLB,NBA,40,473,160,153
442,phillan01,1948,CHS,NBA,60,718,285,148
443,pollaji01,1948,MNL,NBA,53,784,314,156
444,pughle01,1948,PRO,NBA,60,461,168,125
445,pughro01,1948,INJ,NBA,6,3,1,1
446,pughro01,1948,FTW,NBA,4,9,4,1
447,pughro01,1948,PHW,NBA,13,20,8,4
448,putnado01,1948,STB,NBA,59,248,98,52
449,raderho01,1948,BLB,NBA,13,17,7,3
450,ramsera01,1948,BLB,NBA,2,2,0,2
451,reisech01,1948,BLB,NBA,57,626,219,188
452,riebeme01,1948,BOS,NBA,33,362,146,70
453,riebeme01,1948,PRO,NBA,10,61,26,9
454,risenar01,1948,ROC,NBA,60,995,345,305
455,rittete01,1948,NYK,NBA,55,337,123,91
456,robbile01,1948,PRO,NBA,16,29,9,11
457,roberbi01,1948,CHS,NBA,2,2,1,0
458,roberbi01,1948,BOS,NBA,26,81,36,9
459,roberbi01,1948,STB,NBA,22,139,52,35
460,rochare01,1948,STB,NBA,58,608,223,162
461,rollike01,1948,CHS,NBA,59,365,144,77
462,rotheir01,1948,NYK,NBA,53,314,101,112
463,rouxgi01,1948,STB,NBA,19,37,11,15
464,rouxgi01,1948,PRO,NBA,26,50,18,14
465,rulloje01,1948,PHW,NBA,39,137,53,31
466,sadowed01,1948,PHW,NBA,60,920,340,240
467,sailoke01,1948,PRO,NBA,57,899,309,281
468,schaehe01,1948,MNL,NBA,58,602,214,174
469,scharbe01,1948,PRO,NBA,1,0,0,0
470,schneot01,1948,PRO,NBA,23,102,34,34
471,schneot01,1948,STB,NBA,20,173,59,55
472,schuldi01,1948,WSC,NBA,50,195,65,65
473,scolafr01,1948,WSC,NBA,48,538,196,146
474,seminji01,1948,BOS,NBA,58,457,153,151
475,senesge01,1948,PHW,NBA,60,387,138,111
476,shannea01,1948,PRO,NBA,27,102,32,38
477,shannea01,1948,BOS,NBA,5,5,2,1
478,shannho01,1948,PRO,NBA,55,736,292,152
479,shriddi01,1948,NYK,NBA,4,1,0,1
480,simmoco01,1948,BLB,NBA,60,779,299,181
481,smawlbe01,1948,STB,NBA,59,914,352,210
482,smileja01,1948,FTW,NBA,59,394,141,112
483,smithdo01,1948,MNL,NBA,8,6,2,2
484,spearod01,1948,CHS,NBA,57,531,200,131
485,spectar01,1948,BOS,NBA,59,324,130,64
486,sprinji01,1948,INJ,NBA,2,1,0,1
487,spruiji01,1948,INJ,NBA,1,2,1,0
488,stumpge01,1948,BOS,NBA,56,478,193,92
489,stutzst01,1948,BLB,NBA,59,373,121,131
490,tanensi01,1948,NYK,NBA,32,257,96,65
491,tanensi01,1948,BLB,NBA,14,134,50,34
492,tidriha01,1948,INJ,NBA,8,38,12,14
493,tidriha01,1948,BLB,NBA,53,514,182,150
494,tinglja01,1948,MNL,NBA,2,2,1,0
495,tonkoan01,1948,PRO,NBA,17,44,19,6
496,toomaja01,1948,WSC,NBA,13,25,8,9
497,toomaja01,1948,BLB,NBA,23,75,24,27
498,torgoir01,1948,BLB,NBA,29,133,45,43
499,torgoir01,1948,PHW,NBA,13,35,14,7
500,toughbo01,1948,FTW,NBA,53,466,183,100
501,towerbl01,1948,FTW,NBA,22,164,56,52
502,towerbl01,1948,INJ,NBA,38,437,147,143
503,triptdi01,1948,FTW,NBA,55,334,116,102
504,vanbrbi01,1948,NYK,NBA,59,415,127,161
505,vancege01,1948,CHS,NBA,56,575,222,131
506,walkebr01,1948,PRO,NBA,59,491,202,87
507,wanzebo01,1948,ROC,NBA,60,613,202,209
508,wehrdi01,1948,INJ,NBA,9,12,5,2
509,wilcudc01,1948,STB,NBA,22,51,18,15
510,williwa01,1948,FTW,NBA,53,215,61,93
511,zasloma01,1948,CHS,NBA,58,1197,425,347
512,zunicma01,1948,WSC,NBA,56,273,98,77
513,armstcu01,1949,FTW,NBA,63,458,144,170
514,barkecl01,1949,INO,NBA,49,279,102,75
515,barnhle01,1949,CHS,NBA,67,438,174,90
516,barteed01,1949,DNN,NBA,13,59,21,17
517,barteed01,1949,NYK,NBA,2,4,1,2
518,beardra01,1949,INO,NBA,60,895,340,215
519,bercege01,1949,TRI,NBA,3,10,5,0
520,blackch01,1949,FTW,NBA,36,382,125,132
521,blackch01,1949,AND,NBA,29,279,101,77
522,bobbne01,1949,PHW,NBA,57,242,80,82
